"business_id";"location_id";"type_1";"type_2";"type_3";"income";"run";"dfoundation";"dclosing";"nr_of_jobs"
138;3292;1;1;;;0;"";"";2
139;3292;1;1;;;0;"";"";2
140;3292;1;1;;;0;"";"";2
141;3292;1;3;;;0;"";"";2
142;3292;1;3;;;0;"";"";2
143;3292;1;3;;;0;"";"";2
144;3292;1;1;;;0;"";"";2
145;3292;1;3;;;0;"";"";2
146;3292;1;1;;;0;"";"";2
147;3292;1;1;;;0;"";"";2
148;3292;1;3;;;0;"";"";2
149;3292;1;3;;;0;"";"";2
150;3292;1;2;;;0;"";"";2
151;3292;1;1;;;0;"";"";2
152;3292;1;2;;;0;"";"";2
153;3292;1;3;;;0;"";"";2
154;3292;1;2;;;0;"";"";2
155;3292;1;3;;;0;"";"";2
156;3292;1;3;;;0;"";"";2
157;3292;1;3;;;0;"";"";2
158;3292;1;3;;;0;"";"";2
159;3292;1;3;;;0;"";"";2
160;3292;1;2;;;0;"";"";2
161;3292;1;1;;;0;"";"";2
162;3292;1;2;;;0;"";"";2
163;3292;1;3;;;0;"";"";2
164;3292;1;2;;;0;"";"";2
165;3292;1;2;;;0;"";"";2
166;3292;1;3;;;0;"";"";2
167;3292;1;1;;;0;"";"";2
168;3292;1;2;;;0;"";"";2
169;3292;1;2;;;0;"";"";2
170;3292;1;1;;;0;"";"";2
171;3292;1;3;;;0;"";"";32
172;3292;2;3;;;0;"";"";15
173;3292;2;1;;;0;"";"";15
174;3292;2;2;;;0;"";"";15
175;3292;2;1;;;0;"";"";15
176;3292;2;2;;;0;"";"";15
177;3292;2;3;;;0;"";"";15
178;3292;2;3;;;0;"";"";15
179;3292;2;1;;;0;"";"";15
180;3292;2;2;;;0;"";"";15
181;3292;2;3;;;0;"";"";15
182;3292;2;1;;;0;"";"";15
183;3292;2;2;;;0;"";"";15
184;3292;2;2;;;0;"";"";15
185;3292;2;2;;;0;"";"";15
186;3292;2;3;;;0;"";"";15
187;3292;2;2;;;0;"";"";15
188;3292;2;2;;;0;"";"";15
189;3292;2;3;;;0;"";"";15
190;3292;2;3;;;0;"";"";15
191;3292;2;3;;;0;"";"";15
192;3292;2;1;;;0;"";"";15
193;3292;2;2;;;0;"";"";15
194;3292;2;2;;;0;"";"";15
195;3292;2;3;;;0;"";"";15
196;3292;2;2;;;0;"";"";15
197;3292;2;1;;;0;"";"";15
198;3292;2;1;;;0;"";"";15
199;3292;2;1;;;0;"";"";15
200;3292;2;1;;;0;"";"";15
201;3292;2;1;;;0;"";"";15
202;3292;2;2;;;0;"";"";15
203;3292;2;1;;;0;"";"";15
204;3292;2;2;;;0;"";"";15
205;3292;2;1;;;0;"";"";15
206;3292;2;3;;;0;"";"";15
207;3292;2;2;;;0;"";"";15
208;3292;2;2;;;0;"";"";15
209;3292;2;2;;;0;"";"";15
210;3292;2;1;;;0;"";"";15
211;3292;2;2;;;0;"";"";15
212;3292;2;2;;;0;"";"";15
213;3292;2;3;;;0;"";"";15
214;3292;2;2;;;0;"";"";15
215;3292;2;2;;;0;"";"";15
216;3292;2;2;;;0;"";"";15
217;3292;2;2;;;0;"";"";15
218;3292;2;1;;;0;"";"";15
219;3292;2;1;;;0;"";"";15
220;3292;2;1;;;0;"";"";15
221;3292;2;2;;;0;"";"";15
222;3292;2;1;;;0;"";"";15
223;3292;2;2;;;0;"";"";15
224;3292;2;2;;;0;"";"";15
225;3292;2;2;;;0;"";"";15
226;3292;2;1;;;0;"";"";15
227;3292;2;3;;;0;"";"";15
228;3292;2;2;;;0;"";"";15
229;3292;2;3;;;0;"";"";15
230;3292;2;2;;;0;"";"";15
231;3292;2;3;;;0;"";"";15
232;3292;2;2;;;0;"";"";15
233;3292;2;3;;;0;"";"";46
234;3292;3;3;;;0;"";"";4
235;3292;3;2;;;0;"";"";4
236;3292;3;2;;;0;"";"";4
237;3292;3;2;;;0;"";"";4
238;3292;3;1;;;0;"";"";4
239;3292;3;2;;;0;"";"";4
240;3292;3;2;;;0;"";"";4
241;3292;3;2;;;0;"";"";4
242;3292;3;2;;;0;"";"";4
243;3292;3;3;;;0;"";"";4
244;3292;3;2;;;0;"";"";4
245;3292;3;1;;;0;"";"";4
246;3292;3;2;;;0;"";"";4
247;3292;3;2;;;0;"";"";4
248;3292;3;3;;;0;"";"";4
249;3292;3;3;;;0;"";"";4
250;3292;3;1;;;0;"";"";4
251;3292;3;2;;;0;"";"";4
252;3292;3;2;;;0;"";"";4
253;3292;3;3;;;0;"";"";4
254;3292;3;2;;;0;"";"";4
255;3292;3;3;;;0;"";"";4
256;3292;3;2;;;0;"";"";4
257;3292;3;1;;;0;"";"";4
258;3292;3;2;;;0;"";"";4
259;3292;3;3;;;0;"";"";4
260;3292;3;2;;;0;"";"";4
261;3292;3;1;;;0;"";"";4
262;3292;3;3;;;0;"";"";4
263;3292;3;1;;;0;"";"";4
264;3292;3;3;;;0;"";"";4
265;3292;3;2;;;0;"";"";4
266;3292;3;1;;;0;"";"";4
267;3292;3;2;;;0;"";"";4
268;3292;3;1;;;0;"";"";4
269;3292;3;1;;;0;"";"";31
270;3292;4;2;;;0;"";"";5
271;3292;4;1;;;0;"";"";5
272;3292;4;2;;;0;"";"";5
273;3292;4;1;;;0;"";"";5
274;3292;4;2;;;0;"";"";5
275;3292;4;1;;;0;"";"";5
276;3292;4;2;;;0;"";"";5
277;3292;4;2;;;0;"";"";5
278;3292;4;3;;;0;"";"";5
279;3292;4;3;;;0;"";"";5
280;3292;4;1;;;0;"";"";5
281;3292;4;1;;;0;"";"";5
282;3292;4;1;;;0;"";"";5
283;3292;4;2;;;0;"";"";5
284;3292;4;1;;;0;"";"";5
285;3292;4;2;;;0;"";"";5
286;3292;4;3;;;0;"";"";5
287;3292;4;3;;;0;"";"";5
288;3292;4;2;;;0;"";"";5
289;3292;4;3;;;0;"";"";5
290;3292;4;1;;;0;"";"";5
291;3292;4;1;;;0;"";"";5
292;3292;4;3;;;0;"";"";5
293;3292;4;2;;;0;"";"";5
294;3292;4;2;;;0;"";"";5
295;3292;4;2;;;0;"";"";5
296;3292;4;1;;;0;"";"";31
297;3292;5;1;;;0;"";"";5
298;3292;5;2;;;0;"";"";5
299;3292;5;3;;;0;"";"";5
300;3292;5;3;;;0;"";"";5
301;3292;5;2;;;0;"";"";5
302;3292;5;3;;;0;"";"";5
303;3292;5;2;;;0;"";"";5
304;3292;5;1;;;0;"";"";5
305;3292;5;2;;;0;"";"";5
306;3292;5;1;;;0;"";"";5
307;3292;5;2;;;0;"";"";5
308;3292;5;2;;;0;"";"";5
309;3292;5;3;;;0;"";"";5
310;3292;5;3;;;0;"";"";5
311;3292;5;1;;;0;"";"";5
312;3292;5;2;;;0;"";"";5
313;3292;5;3;;;0;"";"";5
314;3292;5;3;;;0;"";"";5
315;3292;5;3;;;0;"";"";5
316;3292;5;3;;;0;"";"";5
317;3292;5;2;;;0;"";"";5
318;3292;5;3;;;0;"";"";5
319;3292;5;3;;;0;"";"";5
320;3292;5;1;;;0;"";"";5
321;3292;5;2;;;0;"";"";5
322;3292;5;2;;;0;"";"";5
323;3292;5;2;;;0;"";"";5
324;3292;5;2;;;0;"";"";5
325;3292;5;3;;;0;"";"";5
326;3292;5;3;;;0;"";"";5
327;3292;5;3;;;0;"";"";5
328;3292;5;1;;;0;"";"";5
329;3292;5;3;;;0;"";"";5
330;3292;5;3;;;0;"";"";5
331;3292;5;2;;;0;"";"";5
332;3292;5;1;;;0;"";"";5
333;3292;5;2;;;0;"";"";15
334;3292;6;2;;;0;"";"";6
335;3292;6;3;;;0;"";"";6
336;3292;6;2;;;0;"";"";6
337;3292;6;1;;;0;"";"";6
338;3292;6;2;;;0;"";"";6
339;3292;6;2;;;0;"";"";7
340;3292;7;1;;;0;"";"";5
341;3292;7;2;;;0;"";"";5
342;3292;7;1;;;0;"";"";5
343;3292;7;1;;;0;"";"";5
344;3292;7;3;;;0;"";"";5
345;3292;7;2;;;0;"";"";5
346;3292;7;1;;;0;"";"";5
347;3292;7;3;;;0;"";"";5
348;3292;7;1;;;0;"";"";5
349;3292;7;1;;;0;"";"";5
350;3292;7;1;;;0;"";"";5
351;3292;7;1;;;0;"";"";5
352;3292;7;3;;;0;"";"";5
353;3292;7;3;;;0;"";"";5
354;3292;7;3;;;0;"";"";5
355;3292;7;3;;;0;"";"";5
356;3292;7;3;;;0;"";"";5
357;3292;7;1;;;0;"";"";5
358;3292;7;2;;;0;"";"";5
359;3292;7;2;;;0;"";"";5
360;3292;7;2;;;0;"";"";6
361;3292;8;1;;;0;"";"";4
362;3292;8;2;;;0;"";"";4
363;3292;8;1;;;0;"";"";4
364;3292;8;3;;;0;"";"";4
365;3292;8;2;;;0;"";"";4
366;3292;8;1;;;0;"";"";4
367;3292;8;2;;;0;"";"";4
368;3292;8;3;;;0;"";"";4
369;3292;8;3;;;0;"";"";4
370;3292;8;1;;;0;"";"";4
371;3292;8;1;;;0;"";"";4
372;3292;8;2;;;0;"";"";4
373;3292;8;3;;;0;"";"";4
374;3292;8;2;;;0;"";"";4
375;3292;8;2;;;0;"";"";4
376;3292;8;3;;;0;"";"";10
377;3292;10;3;;;0;"";"";7
378;3292;10;2;;;0;"";"";7
379;3292;10;1;;;0;"";"";7
380;3292;10;1;;;0;"";"";7
381;3292;10;1;;;0;"";"";7
382;3292;10;2;;;0;"";"";7
383;3292;10;2;;;0;"";"";7
384;3292;10;2;;;0;"";"";7
385;3292;10;1;;;0;"";"";7
386;3292;10;3;;;0;"";"";7
387;3292;10;1;;;0;"";"";7
388;3292;10;1;;;0;"";"";7
389;3292;10;1;;;0;"";"";7
390;3292;10;3;;;0;"";"";7
391;3292;10;3;;;0;"";"";7
392;3292;10;2;;;0;"";"";7
393;3292;10;1;;;0;"";"";7
394;3292;10;1;;;0;"";"";7
395;3292;10;1;;;0;"";"";15
396;3293;1;3;;;0;"";"";2
397;3293;1;1;;;0;"";"";2
398;3293;1;1;;;0;"";"";2
399;3293;1;3;;;0;"";"";2
400;3293;1;3;;;0;"";"";2
401;3293;1;3;;;0;"";"";2
402;3293;1;3;;;0;"";"";2
403;3293;1;2;;;0;"";"";2
404;3293;1;2;;;0;"";"";2
405;3293;1;2;;;0;"";"";2
406;3293;1;1;;;0;"";"";2
407;3293;1;1;;;0;"";"";2
408;3293;1;2;;;0;"";"";2
409;3293;1;2;;;0;"";"";2
410;3293;1;2;;;0;"";"";2
411;3293;1;2;;;0;"";"";2
412;3293;1;2;;;0;"";"";2
413;3293;1;1;;;0;"";"";2
414;3293;1;2;;;0;"";"";2
415;3293;1;2;;;0;"";"";2
416;3293;1;3;;;0;"";"";2
417;3293;1;3;;;0;"";"";2
418;3293;1;2;;;0;"";"";2
419;3293;1;1;;;0;"";"";2
420;3293;1;2;;;0;"";"";2
421;3293;1;3;;;0;"";"";2
422;3293;1;2;;;0;"";"";2
423;3293;1;3;;;0;"";"";2
424;3293;1;3;;;0;"";"";2
425;3293;1;2;;;0;"";"";2
426;3293;1;1;;;0;"";"";2
427;3293;1;2;;;0;"";"";2
428;3293;1;1;;;0;"";"";2
429;3293;1;3;;;0;"";"";2
430;3293;1;2;;;0;"";"";2
431;3293;1;3;;;0;"";"";2
432;3293;1;1;;;0;"";"";2
433;3293;1;3;;;0;"";"";2
434;3293;1;1;;;0;"";"";2
435;3293;1;2;;;0;"";"";2
436;3293;1;2;;;0;"";"";2
437;3293;1;1;;;0;"";"";2
438;3293;1;2;;;0;"";"";2
439;3293;1;1;;;0;"";"";2
440;3293;1;1;;;0;"";"";2
441;3293;1;2;;;0;"";"";2
442;3293;1;3;;;0;"";"";2
443;3293;1;3;;;0;"";"";2
444;3293;1;1;;;0;"";"";2
445;3293;1;3;;;0;"";"";2
446;3293;1;2;;;0;"";"";2
447;3293;1;2;;;0;"";"";2
448;3293;1;1;;;0;"";"";2
449;3293;1;1;;;0;"";"";2
450;3293;1;3;;;0;"";"";2
451;3293;1;2;;;0;"";"";2
452;3293;1;2;;;0;"";"";2
453;3293;1;2;;;0;"";"";2
454;3293;1;3;;;0;"";"";2
455;3293;1;1;;;0;"";"";2
456;3293;1;1;;;0;"";"";2
457;3293;1;2;;;0;"";"";2
458;3293;1;3;;;0;"";"";2
459;3293;1;3;;;0;"";"";2
460;3293;1;2;;;0;"";"";2
461;3293;1;1;;;0;"";"";2
462;3293;1;1;;;0;"";"";2
463;3293;1;3;;;0;"";"";2
464;3293;1;1;;;0;"";"";2
465;3293;1;2;;;0;"";"";2
466;3293;1;1;;;0;"";"";2
467;3293;1;2;;;0;"";"";2
468;3293;1;3;;;0;"";"";2
469;3293;1;2;;;0;"";"";2
470;3293;1;3;;;0;"";"";2
471;3293;1;1;;;0;"";"";2
472;3293;1;3;;;0;"";"";2
473;3293;1;3;;;0;"";"";2
474;3293;1;2;;;0;"";"";2
475;3293;1;2;;;0;"";"";2
476;3293;1;2;;;0;"";"";2
477;3293;1;3;;;0;"";"";2
478;3293;1;2;;;0;"";"";2
479;3293;1;3;;;0;"";"";2
480;3293;1;3;;;0;"";"";2
481;3293;1;1;;;0;"";"";2
482;3293;1;2;;;0;"";"";2
483;3293;1;1;;;0;"";"";2
484;3293;1;1;;;0;"";"";2
485;3293;1;1;;;0;"";"";2
486;3293;1;2;;;0;"";"";2
487;3293;1;3;;;0;"";"";2
488;3293;1;2;;;0;"";"";2
489;3293;1;2;;;0;"";"";2
490;3293;1;2;;;0;"";"";2
491;3293;1;1;;;0;"";"";2
492;3293;1;2;;;0;"";"";2
493;3293;1;2;;;0;"";"";2
494;3293;1;2;;;0;"";"";2
495;3293;1;1;;;0;"";"";2
496;3293;1;2;;;0;"";"";2
497;3293;1;3;;;0;"";"";2
498;3293;1;2;;;0;"";"";2
499;3293;1;1;;;0;"";"";2
500;3293;1;1;;;0;"";"";2
501;3293;1;2;;;0;"";"";2
502;3293;1;3;;;0;"";"";2
503;3293;1;1;;;0;"";"";2
504;3293;1;3;;;0;"";"";2
505;3293;1;2;;;0;"";"";2
506;3293;1;3;;;0;"";"";2
507;3293;1;2;;;0;"";"";2
508;3293;1;1;;;0;"";"";2
509;3293;1;1;;;0;"";"";2
510;3293;1;3;;;0;"";"";2
511;3293;1;1;;;0;"";"";2
512;3293;1;2;;;0;"";"";2
513;3293;1;2;;;0;"";"";2
514;3293;1;3;;;0;"";"";2
515;3293;1;2;;;0;"";"";2
516;3293;1;3;;;0;"";"";2
517;3293;1;1;;;0;"";"";2
518;3293;1;3;;;0;"";"";2
519;3293;1;1;;;0;"";"";2
520;3293;1;2;;;0;"";"";2
521;3293;1;2;;;0;"";"";2
522;3293;1;3;;;0;"";"";2
523;3293;1;3;;;0;"";"";2
524;3293;1;2;;;0;"";"";2
525;3293;1;1;;;0;"";"";2
526;3293;1;2;;;0;"";"";2
527;3293;1;1;;;0;"";"";2
528;3293;1;1;;;0;"";"";2
529;3293;1;3;;;0;"";"";2
530;3293;1;1;;;0;"";"";2
531;3293;1;3;;;0;"";"";2
532;3293;1;2;;;0;"";"";2
533;3293;1;2;;;0;"";"";2
534;3293;1;2;;;0;"";"";2
535;3293;1;2;;;0;"";"";2
536;3293;1;1;;;0;"";"";2
537;3293;1;2;;;0;"";"";137
538;3293;2;2;;;0;"";"";8
539;3293;2;1;;;0;"";"";8
540;3293;2;1;;;0;"";"";8
541;3293;2;1;;;0;"";"";8
542;3293;2;3;;;0;"";"";8
543;3293;2;1;;;0;"";"";8
544;3293;2;2;;;0;"";"";8
545;3293;2;3;;;0;"";"";8
546;3293;2;3;;;0;"";"";8
547;3293;2;3;;;0;"";"";8
548;3293;2;3;;;0;"";"";8
549;3293;2;1;;;0;"";"";8
550;3293;2;3;;;0;"";"";8
551;3293;2;2;;;0;"";"";8
552;3293;2;2;;;0;"";"";8
553;3293;2;2;;;0;"";"";8
554;3293;2;1;;;0;"";"";8
555;3293;2;3;;;0;"";"";8
556;3293;2;2;;;0;"";"";8
557;3293;2;2;;;0;"";"";8
558;3293;2;1;;;0;"";"";8
559;3293;2;3;;;0;"";"";8
560;3293;2;1;;;0;"";"";8
561;3293;2;2;;;0;"";"";8
562;3293;2;2;;;0;"";"";8
563;3293;2;2;;;0;"";"";8
564;3293;2;2;;;0;"";"";8
565;3293;2;1;;;0;"";"";8
566;3293;2;3;;;0;"";"";8
567;3293;2;2;;;0;"";"";8
568;3293;2;3;;;0;"";"";8
569;3293;2;1;;;0;"";"";8
570;3293;2;3;;;0;"";"";8
571;3293;2;2;;;0;"";"";8
572;3293;2;2;;;0;"";"";8
573;3293;2;1;;;0;"";"";8
574;3293;2;1;;;0;"";"";8
575;3293;2;2;;;0;"";"";8
576;3293;2;3;;;0;"";"";8
577;3293;2;1;;;0;"";"";8
578;3293;2;1;;;0;"";"";8
579;3293;2;2;;;0;"";"";8
580;3293;2;3;;;0;"";"";8
581;3293;2;2;;;0;"";"";8
582;3293;2;1;;;0;"";"";8
583;3293;2;3;;;0;"";"";8
584;3293;2;1;;;0;"";"";8
585;3293;2;2;;;0;"";"";8
586;3293;2;1;;;0;"";"";8
587;3293;2;2;;;0;"";"";8
588;3293;2;1;;;0;"";"";8
589;3293;2;1;;;0;"";"";8
590;3293;2;3;;;0;"";"";8
591;3293;2;1;;;0;"";"";8
592;3293;2;1;;;0;"";"";8
593;3293;2;2;;;0;"";"";8
594;3293;2;2;;;0;"";"";8
595;3293;2;3;;;0;"";"";8
596;3293;2;3;;;0;"";"";8
597;3293;2;3;;;0;"";"";8
598;3293;2;2;;;0;"";"";8
599;3293;2;1;;;0;"";"";8
600;3293;2;3;;;0;"";"";8
601;3293;2;3;;;0;"";"";8
602;3293;2;1;;;0;"";"";8
603;3293;2;1;;;0;"";"";8
604;3293;2;1;;;0;"";"";8
605;3293;2;2;;;0;"";"";8
606;3293;2;3;;;0;"";"";8
607;3293;2;2;;;0;"";"";8
608;3293;2;3;;;0;"";"";8
609;3293;2;3;;;0;"";"";8
610;3293;2;2;;;0;"";"";8
611;3293;2;2;;;0;"";"";8
612;3293;2;3;;;0;"";"";8
613;3293;2;2;;;0;"";"";8
614;3293;2;1;;;0;"";"";8
615;3293;2;1;;;0;"";"";8
616;3293;2;1;;;0;"";"";8
617;3293;2;2;;;0;"";"";8
618;3293;2;3;;;0;"";"";8
619;3293;2;1;;;0;"";"";8
620;3293;2;2;;;0;"";"";8
621;3293;2;3;;;0;"";"";8
622;3293;2;2;;;0;"";"";8
623;3293;2;3;;;0;"";"";8
624;3293;2;3;;;0;"";"";8
625;3293;2;2;;;0;"";"";8
626;3293;2;1;;;0;"";"";39
627;3293;3;1;;;0;"";"";5
628;3293;3;1;;;0;"";"";5
629;3293;3;1;;;0;"";"";5
630;3293;3;2;;;0;"";"";5
631;3293;3;3;;;0;"";"";5
632;3293;3;2;;;0;"";"";5
633;3293;3;1;;;0;"";"";5
634;3293;3;2;;;0;"";"";5
635;3293;3;1;;;0;"";"";5
636;3293;3;2;;;0;"";"";5
637;3293;3;3;;;0;"";"";5
638;3293;3;2;;;0;"";"";5
639;3293;3;3;;;0;"";"";5
640;3293;3;1;;;0;"";"";5
641;3293;3;3;;;0;"";"";5
642;3293;3;1;;;0;"";"";5
643;3293;3;2;;;0;"";"";5
644;3293;3;3;;;0;"";"";5
645;3293;3;3;;;0;"";"";5
646;3293;3;3;;;0;"";"";5
647;3293;3;2;;;0;"";"";5
648;3293;3;1;;;0;"";"";5
649;3293;3;1;;;0;"";"";5
650;3293;3;2;;;0;"";"";5
651;3293;3;1;;;0;"";"";5
652;3293;3;3;;;0;"";"";5
653;3293;3;1;;;0;"";"";5
654;3293;3;3;;;0;"";"";5
655;3293;3;1;;;0;"";"";5
656;3293;3;3;;;0;"";"";5
657;3293;3;1;;;0;"";"";26
658;3293;4;3;;;0;"";"";11
659;3293;4;3;;;0;"";"";11
660;3293;4;3;;;0;"";"";11
661;3293;4;3;;;0;"";"";11
662;3293;4;2;;;0;"";"";11
663;3293;4;3;;;0;"";"";11
664;3293;4;2;;;0;"";"";11
665;3293;4;3;;;0;"";"";11
666;3293;4;1;;;0;"";"";11
667;3293;4;1;;;0;"";"";11
668;3293;4;1;;;0;"";"";11
669;3293;4;1;;;0;"";"";11
670;3293;4;1;;;0;"";"";11
671;3293;4;1;;;0;"";"";11
672;3293;4;2;;;0;"";"";11
673;3293;4;2;;;0;"";"";11
674;3293;4;2;;;0;"";"";11
675;3293;4;2;;;0;"";"";11
676;3293;4;3;;;0;"";"";11
677;3293;4;1;;;0;"";"";11
678;3293;4;3;;;0;"";"";11
679;3293;4;1;;;0;"";"";11
680;3293;4;3;;;0;"";"";11
681;3293;4;1;;;0;"";"";11
682;3293;4;3;;;0;"";"";11
683;3293;4;2;;;0;"";"";11
684;3293;4;2;;;0;"";"";11
685;3293;4;2;;;0;"";"";11
686;3293;4;3;;;0;"";"";11
687;3293;4;2;;;0;"";"";11
688;3293;4;1;;;0;"";"";11
689;3293;4;1;;;0;"";"";11
690;3293;4;3;;;0;"";"";11
691;3293;4;3;;;0;"";"";11
692;3293;4;1;;;0;"";"";11
693;3293;4;1;;;0;"";"";11
694;3293;4;2;;;0;"";"";11
695;3293;4;2;;;0;"";"";11
696;3293;4;2;;;0;"";"";11
697;3293;4;2;;;0;"";"";11
698;3293;4;1;;;0;"";"";11
699;3293;4;3;;;0;"";"";11
700;3293;4;3;;;0;"";"";11
701;3293;4;1;;;0;"";"";11
702;3293;4;1;;;0;"";"";11
703;3293;4;1;;;0;"";"";11
704;3293;4;3;;;0;"";"";11
705;3293;4;3;;;0;"";"";11
706;3293;4;3;;;0;"";"";11
707;3293;4;1;;;0;"";"";32
708;3293;5;1;;;0;"";"";7
709;3293;5;2;;;0;"";"";7
710;3293;5;3;;;0;"";"";7
711;3293;5;2;;;0;"";"";7
712;3293;5;2;;;0;"";"";7
713;3293;5;3;;;0;"";"";7
714;3293;5;2;;;0;"";"";7
715;3293;5;2;;;0;"";"";7
716;3293;5;2;;;0;"";"";7
717;3293;5;1;;;0;"";"";7
718;3293;5;3;;;0;"";"";7
719;3293;5;2;;;0;"";"";7
720;3293;5;3;;;0;"";"";7
721;3293;5;2;;;0;"";"";7
722;3293;5;1;;;0;"";"";7
723;3293;5;3;;;0;"";"";7
724;3293;5;2;;;0;"";"";7
725;3293;5;2;;;0;"";"";7
726;3293;5;3;;;0;"";"";7
727;3293;5;1;;;0;"";"";7
728;3293;5;1;;;0;"";"";7
729;3293;5;1;;;0;"";"";7
730;3293;5;2;;;0;"";"";7
731;3293;5;3;;;0;"";"";7
